primary_accession,lineage,assembler,assembler_version,wall_clock_seconds,peak_mem_in_gbs,n50,l50,num_contigs,assembly_length,largest_contig,srr_id
ERZ21883403,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86437,11,4015,6955,80976,162466820,334097,ERR11493388
ERZ21846242,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,68457,51,1516,5396,27148,34502006,47690,ERR11493449
ERZ21883394,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86459,9,21106,553,18602,60238129,640667,ERR11493479
ERZ21846244,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,165649,22,1491,9068,45442,57163843,51742,ERR11493486
ERZ21846251,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,176435,40,1694,8037,42759,57923483,54317,ERR11493515
ERZ21883406,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,68427,11,15279,530,13355,42262638,315085,ERR11493533
ERZ21846250,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,100833,18,1279,2911,11911,13646308,53999,ERR11493538
ERZ21883417,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,79223,9,4461,3435,63899,124197686,455187,ERR11493558
ERZ21846249,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,3639,1,771,151,456,365720,4535,ERR11493559
ERZ21846257,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,158401,21,1635,8765,46601,61684201,58441,ERR11493574
ERZ21846259,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,57624,16,1716,10080,57225,77356315,54179,ERR11493611
ERZ21883434,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,79244,10,8632,2124,46935,114334580,459136,ERR11493657
ERZ21846255,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,154836,8,1729,1474,9230,12703994,38240,ERR11493673
ERZ21846258,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,144024,72,2012,2633,16794,25925686,101800,ERR11493701
ERZ21883438,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,90047,9,6766,2899,70940,151325179,410945,ERR11494082
ERZ21846263,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,39601,26,1445,8758,41281,50649471,44311,ERR11494118
ERZ21883421,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,36054,11,15042,947,28786,87612436,504903,ERR11494172
ERZ21846260,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,14449,12,1816,2319,14462,20372983,118537,ERR11494178
ERZ21846268,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,32404,12,2329,7438,48035,77930727,138041,ERR11494252
ERZ21846269,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,64815,12,1378,5982,28873,34621656,26459,ERR11494285
ERZ21846271,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,111620,27,1697,5049,26779,36205060,40095,ERR11494293
ERZ21883455,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,93622,11,4147,6249,89622,186807443,402350,ERR11494323
ERZ21846272,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,133259,22,2005,2227,14771,21911075,64829,ERR11494369
ERZ21846278,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,100837,69,1685,4591,24443,32495555,32868,ERR11494378
ERZ21883457,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,111604,11,4031,4977,84841,164252380,701941,ERR11494392
ERZ21883465,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,90003,10,4184,6537,88738,179746641,926515,ERR11494438
ERZ21883454,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,50427,11,6582,1249,20241,50394391,559277,ERR11494454
ERZ21846277,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,18024,5,880,374,1269,1130658,8127,ERR11494465
ERZ21846279,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,140444,15,2010,3473,18482,27722349,40323,ERR11494477
ERZ21846280,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,14441,31,1388,7709,36644,44134057,60728,ERR11494504
ERZ21846282,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,172803,20,1606,8680,44126,57711910,35527,ERR11494542
ERZ21846283,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,18026,5,807,361,1097,899723,4183,ERR11494543
ERZ21883461,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86432,10,3210,7144,82068,156023021,406052,ERR11494557
ERZ21846284,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,205249,25,1468,8970,42912,53119424,38119,ERR11494567
ERZ21883469,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,111605,13,3448,7341,94239,176656365,286856,ERR11494627
ERZ21846287,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,176441,23,1831,9027,52650,73892099,70480,ERR11494653
ERZ21883482,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82834,12,8986,2719,64767,158388618,364148,ERR11494734
ERZ21883463,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,43219,12,10040,752,20213,51189371,317046,ERR11495230
ERZ21883486,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,115200,15,3639,9026,111303,210276058,427282,ERR11495966
ERZ21852975,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,129673,90,1164,3152,13447,14609269,19870,ERR11496418
ERZ21846298,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,97202,18,1430,10318,49002,59696637,44968,ERR11496754
ERZ21883495,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,108004,10,3365,5639,69316,127748388,303505,ERR11499306
ERZ21883478,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,54050,11,47104,186,13326,48131621,754699,ERR11499353
ERZ21883511,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,129638,18,4110,8676,122175,239394417,578388,ERR11499418
ERZ21883516,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,140404,20,3036,10462,124465,218218758,507830,ERR11499481
ERZ21883503,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,90049,12,7555,3116,66003,156183519,514945,ERR11499606
ERZ21883505,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,97222,13,4871,5392,79490,162355361,358122,ERR11499615
ERZ21883498,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,72016,12,9307,2398,55076,142527155,532181,ERR11500282
ERZ21883500,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,75605,9,14224,1296,37870,106213756,474179,ERR11500308
ERZ21883502,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82825,9,8572,2922,67424,177304944,438941,ERR11500329
ERZ21883517,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,97252,12,3674,7070,82043,161547853,423572,ERR11500373
ERZ21883526,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,79231,11,4604,3901,63621,127716390,619951,ERR11500690
ERZ21883525,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86440,11,4843,4259,55015,118379306,191405,ERR11500699
ERZ21883528,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,68447,12,3973,5660,71535,139537113,409024,ERR11500708
ERZ21852304,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,75613,63,1654,9780,50097,66617867,39747,ERR11500722
ERZ21852302,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,50411,58,1323,5414,23964,27794834,21676,ERR11500750
ERZ21883524,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,54012,10,7920,1636,40205,89907487,378319,ERR11500791
ERZ21883536,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82823,9,6056,2069,31466,76726084,235616,ERR11500914
ERZ21852306,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,165602,30,2597,3266,20290,35391922,112547,ERR11500924
ERZ21852309,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,151250,41,1697,5143,28836,38776826,88962,ERR11500962
ERZ21852310,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,43256,31,1881,5435,28837,41526273,65163,ERR11500983
ERZ21883534,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,68437,12,2995,5617,62265,109136030,343872,ERR11500997
ERZ21852321,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,187229,22,1503,5752,30293,38262708,42162,ERR11501012
ERZ21883533,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,61227,11,4429,3894,69494,137724457,465548,ERR11501021
ERZ21883562,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,151201,12,4931,1775,27223,55959511,404908,ERR11501116
ERZ21883548,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,108036,10,10435,1555,37051,103578920,362600,ERR11501922
ERZ21852314,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,180020,68,2010,3480,18969,28251858,26839,ERR11501989
ERZ21852317,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,21627,32,1548,5346,27670,35308202,32556,ERR11502026
ERZ21883550,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,79235,10,3218,4342,51300,90112612,512163,ERR11502130
ERZ21852320,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,36051,32,1458,8081,40444,49942295,66543,ERR11502144
ERZ21883549,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,54000,11,44109,123,8089,23001151,619036,ERR11502180
ERZ21852322,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,108050,18,1438,6907,32781,40271684,72237,ERR11502235
ERZ21883545,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,61229,9,10113,1354,31052,88750595,598409,ERR11502268
ERZ21852323,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,57654,39,1558,8359,41324,53110866,59597,ERR11502279
ERZ21883588,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,32451,19,6322,4192,68625,167858647,940096,ERR11502413
ERZ21852325,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,144013,20,1197,4326,18026,19754691,18948,ERR11502439
ERZ21852324,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,10825,28,4225,727,4933,11663905,33171,ERR11502448
ERZ21883547,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,50426,12,23582,306,13233,41887958,514744,ERR11502479
ERZ21883546,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,50441,11,10928,996,30421,85042476,601182,ERR11502672
ERZ21883569,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,126036,14,4249,5928,82807,169328583,375030,ERR11502836
ERZ21883568,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,108014,13,3134,9499,94801,173508816,273042,ERR11503073
ERZ21852339,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,219645,55,2039,1001,5645,8267688,19140,ERR11503178
ERZ21883561,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,61203,12,13930,352,13667,35352802,363158,ERR11503193
ERZ21883567,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,54016,11,9026,1503,40875,92854415,394832,ERR11503235
ERZ21852344,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,90044,62,1233,4089,16824,18590008,24810,ERR11503247
ERZ21883570,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,61256,12,18050,758,26352,83372510,674446,ERR11503286
ERZ21852347,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,115227,19,1766,7186,38638,53345216,48210,ERR11503374
ERZ21883571,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,75603,12,3251,6956,77767,142531965,321082,ERR11503407
ERZ21883577,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,75629,10,4586,1644,31763,64291873,363190,ERR11503489
ERZ21883586,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86444,12,6860,1913,33211,79784784,296802,ERR11503523
ERZ21883581,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,61200,10,24392,365,14465,50181981,506143,ERR11503571
ERZ21852351,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,122400,19,2019,6907,37680,56772366,76395,ERR11503592
ERZ21852352,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,46800,64,1678,4238,21423,28617122,31161,ERR11503617
ERZ21852353,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,108027,82,1472,3509,16152,19965551,18795,ERR11503630
ERZ21883584,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,72047,12,5596,3499,54582,120921229,513413,ERR11503641
ERZ21852360,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,162018,40,1531,9580,46318,59046522,28981,ERR11503699
ERZ21883611,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,104401,25,13215,584,10375,38069970,365096,ERR11503759
ERZ21852358,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,68450,55,1533,2048,9204,11779548,16914,ERR11503785
ERZ21852366,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,39601,54,1917,1183,6872,9825203,30658,ERR11503889
ERZ21852371,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,21600,20,1612,6667,34988,46075948,47842,ERR11504767
ERZ21883610,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,97246,11,7628,3057,57841,136983537,510270,ERR11504799
ERZ21852370,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,61219,80,1126,3941,14873,15461495,14875,ERR11504833
ERZ21852378,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,140445,23,1506,7462,36292,45481483,43294,ERR11505100
ERZ21852379,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,212440,38,1290,7500,33831,39082836,55654,ERR11505129
ERZ21852376,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,172804,33,2428,2741,16736,27984937,62921,ERR11505170
ERZ21883604,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,72003,9,6446,850,16276,39915127,350886,ERR11505177
ERZ21852383,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,216025,78,1040,768,2912,2906270,16117,ERR11505274
ERZ21852388,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,75654,39,1258,9726,40980,45992605,23983,ERR11505292
ERZ21883658,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,212422,21,3429,11945,130650,243828414,468901,ERR11505371
ERZ21852386,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,133255,39,1564,5369,27779,35665344,44240,ERR11505475
ERZ21852390,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,93649,12,1537,5503,26000,33188998,22018,ERR11505577
ERZ21883620,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,75623,12,7603,2158,37094,98461865,363581,ERR11505600
ERZ21883617,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,54031,12,12618,659,21959,56066282,275349,ERR11506391
ERZ21852392,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,46841,29,2352,2949,18975,30322562,70493,ERR11506413
ERZ21852394,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,190817,22,1957,5035,27870,40496565,32470,ERR11506424
ERZ21852397,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,223208,59,1669,4751,23296,30992245,34186,ERR11507535
ERZ21883602,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,10818,11,2872,3611,34481,63263132,148937,ERR11507633
